,landmark,bbl,yearbuilt,yearalter1,yearalter2,histdist,xcoord,ycoord,FISCAL_YEAR,ATS SYSTEM CODE,LOCATION_CODE,LOCATION_NAME,BEDS NUMBER,MANAGED_BY_NAME,LOCATION_TYPE_DESCRIPTION,LOCATION_CATEGORY_DESCRIPTION,GRADES_TEXT,GRADES_FINAL_TEXT,OPEN_DATE,STATUS_DESCRIPTIONS,PRIMARY_BUILDING_CODE,PRIMARY_ADDRESS_LINE_1,STATE_CODE,X_COORDINATE,Y_COORDINATE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,PRINCIPAL_NAME,PRINCIPAL_TITLE,PRINCIPAL_PHONE_NUMBER,FAX_NUMBER,GEOGRAPHICAL_DISTRICT_CODE,ADMIN_DISTRICT_LOCATION_CODE,ADMINISTRATIVE_DISTRICT_NAME,COMMUNITY_SCHOOL_SUP_NAME,FIELD_SUPPORT_CENTER_NAME,FIELD_SUPPORT_CENTER_LEADER_NAME,SCHOOL_SUPPORT_TEAM_NAME,SCHOOL_SUPPORT_TEAM_LEADER_NAME,HIGHSCHOOL_NETWORK_LOCATION_CODE,HIGHSCHOOL_NETWORK_NAME,HIGHSCHOOL_NETWORK_SUPERINTENDENT,Location 1
176,,2027630279,1974.0,0.0,0.0,,1015996.0,236484.0,2018,08X424      ,X424,The Hunts Point School,320800010424,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/2008 12:00:00 AM,Open,X074,730 BRYANT AVENUE,NY,1016003.0,236526.0,202,17,11700,2027630279,BX27,Hunts Point                                                                ,DAVID VAZQUEZ,Acting Principal,718-328-1972,718-328-7330,8,X808,COMMUNITY SCHOOL DISTRICT 08,"AMES, KAREN",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 7- Bronx,,,,,"730 BRYANT AVENUE
BRONX, NY 10474
(40.815827, -73.885284)"
177,,2027630279,1974.0,0.0,0.0,,1015996.0,236484.0,2018,84X345      ,X345,Hyde Leadership Charter School,320800860903,Charter,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12",07/01/2006 12:00:00 AM,Open,X074,730 BRYANT AVENUE,NY,1016003.0,236526.0,202,17,11700,2027630279,BX27,Hunts Point                                                                ,Tom Sturtevant,PRINCIPAL,718-991-5500,718-842-8617,8,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,"730 BRYANT AVENUE
BRONX, NY 10474
(40.815827, -73.885284)"
178,,3066670024,1920.0,2009.0,0.0,,988256.0,158307.0,2018,21K097      ,K097,P.S. 97 The Highlawn,332100010097,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1921 12:00:00 AM,Open,K097,1855 STILLWELL AVENUE,NY,988257.0,158307.0,311,47,40400,3066670024,BK29,Bensonhurst East                                                           ,Irina Cabello,PRINCIPAL,718-627-7550,718-627-7555,21,K03G,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 5- Brooklyn South,,,,,"1855 STILLWELL AVENUE
BROOKLYN, NY 11223
(40.601191, -73.98557)"
179,,2032480062,1959.0,2001.0,0.0,,1011404.0,255944.0,2018,10X307      ,X307,Luisa Pineiro Fuentes School of Science and Discov,321000010307,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",06/30/2003 12:00:00 AM,Open,X886,124 EAMES PLACE,NY,1011404.0,255945.0,208,14,26701,2032480062,BX28,Van Cortlandt Village                                                      ,Yolanda Valez,PRINCIPAL,718-601-2632,718-796-7490,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,,,,,"124 EAMES PLACE
BRONX, NY 10468
(40.869142, -73.901821)"
180,,4006400024,1929.0,1988.0,2002.0,,1005256.0,214612.0,2018,84Q706      ,Q706,Our World Neighborhood Charter School,343000860836,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08,SE",07/01/2000 12:00:00 AM,Open,QAEA,36-12 35 AVENUE,NY,1005257.0,214613.0,401,26,5700,4006400024,QN70,Astoria                                                                    ,Brian Ferguson,PRINCIPAL,718-392-3405,718-392-2840,30,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,"36-12 35 AVENUE
QUEENS, NY 11106
(40.755714, -73.924175)"
181,,3058500030,1931.0,2006.0,2006.0,,977752.0,171250.0,2018,20K485      ,K485,High School of Telecommunication Arts and Technolo,332000011485,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",07/01/1915 12:00:00 AM,Open,K485,350 67 STREET,NY,977750.0,171252.0,310,43,7000,3058500030,BK31,Bay Ridge                                                                  ,Xhenete Shepard,PRINCIPAL,718-759-3400,718-759-3490,20,HS07,,,Affinity Group,"ANORMALIZA, ALEXANDRA",School Support Team 3- Affinity Group,,HS07,H.S. Network 07 Superintendent Office,"CONYERS, DONALD","350 67 STREET
BROOKLYN, NY 11220
(40.636721, -74.023419)"
182,,3037400001,1966.0,0.0,0.0,,1013842.0,183976.0,2018,19K292      ,K292,J.H.S. 292 Margaret S. Douglas,331900010292,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1967 12:00:00 AM,Open,K292,301 VERMONT STREET,NY,1013843.0,183977.0,305,42,114400,3037400001,BK85,East New York (Pennsylvania Ave)                                           ,Ahmed Edwards,PRINCIPAL,718-498-6562,718-345-3327,19,K819,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 7- Brooklyn North,,,,,"301 VERMONT STREET
BROOKLYN, NY 11207
(40.671601, -73.893319)"
183,,4069030001,1960.0,0.0,0.0,,1041199.0,207920.0,2018,26Q216      ,Q216,J.H.S. 216 George J. Ryan,342600010216,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1954 12:00:00 AM,Open,Q216,64-20 175 STREET,NY,1041199.0,207921.0,408,24,134100,4069030001,QN41,Fresh Meadows-Utopia                                                       ,Reginald Landeau,PRINCIPAL,718-358-2005,718-358-2070,26,Q826,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 4- Queens North,,,,,"64-20 175 STREET
QUEENS, NY 11365
(40.737188, -73.794501)"
184,,4073270028,2016.0,2014.0,0.0,,1047731.0,214548.0,2018,26Q376      ,Q376,P.S. 376,342600010376,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE",,09/01/2017 12:00:00 AM,Open,Q332,210-21 48 AVENUE,NY,1047785.0,214477.0,411,19,144700,4073270028,QN46,Bayside-Bayside Hills                                                      ,CLARA KANG,I.A. PRINCIPAL,,,26,Q826,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 4- Queens North,,,,,"210-21 48 AVENUE
QUEENS, NY 11364
(40.754954, -73.770314)"
185,,4014190001,1928.0,1993.0,1994.0,,1017871.0,215324.0,2018,30Q148      ,Q148,P.S. 148 Queens,343000010148,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1929 12:00:00 AM,Open,Q148,89-02 32 AVENUE,NY,1017872.0,215325.0,403,25,33900,4014190001,QN28,Jackson Heights                                                            ,YOLANDA HARVEY,Acting Principal,718-898-8181,718-476-2992,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 5- Queens North,,,,,"89-02 32 AVENUE
QUEENS, NY 11369
(40.757629, -73.878638)"
186,,3035070007,1930.0,0.0,0.0,,1009849.0,183758.0,2018,23K298      ,K298,P.S. 298 Dr. Betty Shabazz,332300010298,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1960 12:00:00 AM,Open,K298,85 WATKINS STREET,NY,1009849.0,183759.0,316,37,90600,3035070007,BK81,Brownsville                                                                ,Jonathan Dill,PRINCIPAL,718-495-7793,718-566-8770,23,K823,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 7- Brooklyn North,,,,,"85 WATKINS STREET
BROOKLYN, NY 11212
(40.671015, -73.907718)"
187,,3035070007,1930.0,0.0,0.0,,1009849.0,183758.0,2018,23K363      ,K363,Brownsville Collaborative Middle School,332300010363,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/2012 12:00:00 AM,Open,K298,85 WATKINS STREET,NY,1009849.0,183759.0,316,37,90600,3035070007,BK81,Brownsville                                                                ,GREGORY JACKSON,PRINCIPAL,718-495-1202,718-495-1208,23,K823,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 7- Brooklyn North,,,,,"85 WATKINS STREET
BROOKLYN, NY 11212
(40.671015, -73.907718)"
188,,1021720016,1989.0,0.0,0.0,,1003599.0,252937.0,2018,06M218      ,M218,I.S. 218 Salome Urena,310600010218,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1991 12:00:00 AM,Open,M218,4600 BROADWAY,NY,1003590.0,252953.0,112,10,28500,1021720016,MN35,Washington Heights North                                                   ,JUNE BARNETT,PRINCIPAL,212-567-2322,212-569-7421,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",Field Support Center - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,,"4600 BROADWAY
MANHATTAN, NY 10040
(40.860951, -73.930082)"
189,,1021720016,1989.0,0.0,0.0,,1003599.0,252937.0,2018,06M293      ,M293,City College Academy of the Arts,310600011293,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",07/01/2005 12:00:00 AM,Open,M218,4600 BROADWAY,NY,1003590.0,252953.0,112,10,28500,1021720016,MN35,Washington Heights North                                                   ,BURNEDETTE DRYSDALE,PRINCIPAL,212-567-3164,212-567-3958,6,HS03,,,Affinity Group,"ANORMALIZA, ALEXANDRA",School Support Team 1- Affinity Group,,HS03,H.S. Network 03 Superintendent Office,"WALSH, FRED","4600 BROADWAY
MANHATTAN, NY 10040
(40.860951, -73.930082)"
190,,1021720016,1989.0,0.0,0.0,,1003599.0,252937.0,2018,06M322      ,M322,Middle School 322,310600010322,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08,SE",07/01/2005 12:00:00 AM,Open,M218,4600 BROADWAY,NY,1003590.0,252953.0,112,10,28500,1021720016,MN35,Washington Heights North                                                   ,ERICA ZIGELMAN,PRINCIPAL,212-304-0853,212-567-3016,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",Field Support Center - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,,"4600 BROADWAY
MANHATTAN, NY 10040
(40.860951, -73.930082)"
191,,4048020001,1956.0,0.0,0.0,,1034487.0,221647.0,2018,25Q185      ,Q185,J.H.S. 185 Edward Bleeker,342500010185,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1956 12:00:00 AM,Open,Q185,147-26 25 DRIVE,NY,1034490.0,221648.0,407,19,104700,4048020001,QN51,Murray Hill                                                                ,Theresa Mshar,PRINCIPAL,718-445-3232,718-359-5352,25,Q825,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 3- Queens North,,,,,"147-26 25 DRIVE
QUEENS, NY 11354
(40.774906, -73.818607)"
192,,4048030001,1962.0,2000.0,0.0,,1034495.0,221366.0,2018,25Q021      ,Q021,P.S. 021 Edward Hart,342500010021,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1964 12:00:00 AM,Open,Q021,147-36 26 AVENUE,NY,1034498.0,221367.0,407,19,104700,4048030001,QN51,Murray Hill                                                                ,Michael Swirsky,PRINCIPAL,718-445-8833,718-358-0891,25,Q825,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 3- Queens North,,,,,"147-36 26 AVENUE
QUEENS, NY 11354
(40.774134, -73.818581)"
193,,4034900001,1916.0,1997.0,0.0,,1011140.0,196386.0,2018,24Q093      ,Q093,I.S. 093 Ridgewood,342400010093,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1917 12:00:00 AM,Open,Q093,66-56 FOREST AVENUE,NY,1011128.0,196364.0,405,30,58900,4034900001,QN20,Ridgewood                                                                  ,EDWARD SANTOS,PRINCIPAL,718-821-4882,718-456-9521,24,Q824,COMMUNITY SCHOOL DISTRICT 24,"CHAN, MADELENE",Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 4- Queens North,,,,,"66-56 FOREST AVENUE
QUEENS, NY 11385
(40.705609, -73.903057)"
194,,3060620141,2012.0,2009.0,0.0,,976021.0,165563.0,2018,20K264      ,K264,P.S. 264 Bay Ridge Elementary School For The Arts,332000010264,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/2010 12:00:00 AM,Open,K264,371 89th Street,NY,976076.0,165534.0,310,43,6000,3060620141,BK31,Bay Ridge                                                                  ,Patrice Edison,PRINCIPAL,718-630-1650,718-630-1655,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 4- Brooklyn South,,,,,"371 89th Street
BROOKLYN, NY 11209
(40.621025, -74.029444)"
195,,1019640012,1921.0,1988.0,0.0,,996506.0,234673.0,2018,05M125      ,M125,P.S. 125 Ralph Bunche,310500010125,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1925 12:00:00 AM,Open,M125,425 WEST 123 STREET,NY,996507.0,234674.0,109,7,20901,1019640012,MN09,Morningside Heights                                                        ,Reginald Higgins,PRINCIPAL,212-666-6400,212-749-1291,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",Field Support Center - Manhattan,"CHU, YUET",School Support Team 5- Manhattan,,,,,"425 WEST 123 STREET
MANHATTAN, NY 10027
(40.810793, -73.955722)"
196,,1019640012,1921.0,1988.0,0.0,,996506.0,234673.0,2018,05M362      ,M362,Columbia Secondary School,310500011362,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",07/01/2007 12:00:00 AM,Open,M125,425 WEST 123 STREET,NY,996507.0,234674.0,109,7,20901,1019640012,MN09,Morningside Heights                                                        ,Miriam Nightengale,PRINCIPAL,212-666-1278,212-666-3805,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",Field Support Center - Manhattan,"CHU, YUET",School Support Team 6- Manhattan,,,,,"425 WEST 123 STREET
MANHATTAN, NY 10027
(40.810793, -73.955722)"
197,,1019640012,1921.0,1988.0,0.0,,996506.0,234673.0,2018,84M726      ,M726,KIPP STAR College Prep Charter School,310500860858,Charter,General Academic,K-12 all grades,"0K,01,02,03,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12",07/01/2003 12:00:00 AM,Open,M125,433 WEST 123 STREET,NY,996507.0,234674.0,109,7,20901,1019640012,MN09,Morningside Heights                                                        ,Joseph Negron/Natalie Webb,PRINCIPAL,212-991-2650,212-666-4723,5,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,"433 WEST 123 STREET
MANHATTAN, NY 10027
(40.810793, -73.955722)"
198,,1004390017,1923.0,1984.0,0.0,,989107.0,204927.0,2018,01M450      ,M450,East Side Community School,310100011450,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",06/05/1996 12:00:00 AM,Open,M060,420 EAST 12 STREET,NY,989108.0,204927.0,103,2,3400,1004390017,MN22,East Village                                                               ,MARK FEDERMAN,PRINCIPAL,212-460-8467,212-260-9657,1,HS12,,,Affinity Group,"ANORMALIZA, ALEXANDRA",School Support Team 5- Affinity Group,,HS12,H.S. Network 12 Superintendent Office,"PELLES, KATHY","420 EAST 12 STREET
MANHATTAN, NY 10009
(40.729152, -73.982472)"
199,,5000490182,1965.0,0.0,0.0,,960534.0,173196.0,2018,31R031      ,R031,P.S. 031 William T. Davis,353100010031,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1965 12:00:00 AM,Open,R031,55 LAYTON AVENUE,NY,960544.0,173219.0,501,49,900,5000490182,SI22,West New Brighton-New Brighton-St. George                                  ,DANIEL SINGLETON,PRINCIPAL,718-273-3500,718-815-4826,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",Field Support Center - Staten Island,"MORAN, KEVIN",School Support Team 2- Staten Island,,,,,"55 LAYTON AVENUE
STATEN ISLAND, NY 10301
(40.64209, -74.08542)"
200,,2029750037,2006.0,0.0,0.0,,1014071.0,241434.0,2018,12X321      ,X321,Crotona Academy High School,320700011321,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",09/08/2004 12:00:00 AM,Open,X358,1211 SOUTHERN BOULEVARD,NY,1014071.0,241434.0,203,17,12500,2029750037,BX35,Morrisania-Melrose                                                         ,Patricia Williams,PRINCIPAL,718-860-5370,,12,HS10,,,Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 4- Bronx,,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL","1211 SOUTHERN BOULEVARD
BRONX, NY 10459
(40.829306, -73.892243)"
201,,3015480019,1912.0,2013.0,0.0,,1006453.0,186420.0,2018,16K028      ,K028,P.S. 028 The Warren Prep Academy,331600010028,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1913 12:00:00 AM,Open,K028,1001 HERKIMER STREET,NY,1006482.0,186387.0,303,41,30100,3015480019,BK79,Ocean Hill                                                                 ,Judith James,PRINCIPAL,718-467-2865,718-953-4189,16,K816,COMMUNITY SCHOOL DISTRICT 16,"AMON, RAHESHA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 5- Brooklyn North,,,,,"1001 HERKIMER STREET
BROOKLYN, NY 11233
(40.678238, -73.919847)"
202,,4005920015,2001.0,0.0,0.0,,1005567.0,218688.0,2018,30Q234      ,Q234,P.S. 234,343000010234,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/2003 12:00:00 AM,Open,Q234,30-15 29 STREET,NY,1005567.0,218688.0,401,22,7300,4005920015,QN71,Old Astoria                                                                ,Dora Danner,PRINCIPAL,718-956-2760,718-956-2765,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 5- Queens North,,,,,"30-15 29 STREET
QUEENS, NY 11102
(40.766898, -73.923044)"
203,,4005920015,2001.0,0.0,0.0,,1005567.0,218688.0,2018,30Q235      ,Q235,Academy for New Americans,343000010235,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08","06,07,08",07/01/1999 12:00:00 AM,Open,Q234,30-14 30 STREET,NY,1005567.0,218688.0,401,22,7300,4005920015,QN71,Old Astoria                                                                ,Betty Cartagena,PRINCIPAL,718-956-4140,718-956-4145,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 5- Queens North,,,,,"30-14 30 STREET
QUEENS, NY 11102
(40.766898, -73.923044)"
204,,3000560007,1966.0,0.0,0.0,,989321.0,194950.0,2018,13K307      ,K307,P.S. 307 Daniel Hale Williams,331300010307,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1965 12:00:00 AM,Open,K307,209 YORK STREET,NY,989352.0,194958.0,302,33,2100,3000560007,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,Stephanie Carroll,PRINCIPAL,718-834-4748,718-855-4181,13,K813,COMMUNITY SCHOOL DISTRICT 13,"FREEMAN, BARBARA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 3- Brooklyn North,,,,,"209 YORK STREET
BROOKLYN, NY 11201
(40.701789, -73.981599)"
205,,1008487502,1898.0,2011.0,0.0,Ladies' Mile Historic District,987158.0,208345.0,2018,02M442      ,M442,"Ballet Tech, NYC Public School for Dance",310200011442,DOE,General Academic,K-8,"04,05,06,07,08","04,05,06,07,08",07/01/2001 12:00:00 AM,Open,M905,890 BROADWAY,NY,987165.0,208340.0,105,2,5200,1008487502,MN13,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,ROY ONEILL,PRINCIPAL,212-254-1803,212-477-5048,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",Field Support Center - Manhattan,"CHU, YUET",School Support Team 4- Manhattan,,,,,"890 BROADWAY
MANHATTAN, NY 10003
(40.738521, -73.989481)"
206,,2024560100,1931.0,0.0,0.0,,1007072.0,242361.0,2018,09X443      ,X443,The Family School,320900010443,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/2009 12:00:00 AM,Open,X090,1116 SHERIDAN AVENUE,NY,1007073.0,242362.0,204,16,18102,2024560100,BX14,East Concourse-Concourse Village                                           ,ROWENA PENN,PRINCIPAL,718-538-3266,718-538-3364,9,X809,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 8- Bronx,,,,,"1116 SHERIDAN AVENUE
BRONX, NY 10456
(40.831873, -73.917526)"
207,,2024560100,1931.0,0.0,0.0,,1007072.0,242361.0,2018,09X457      ,X457,Sheridan Academy for Young Leaders,320900010457,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/2009 12:00:00 AM,Open,X090,1116 SHERIDAN AVENUE,NY,1007073.0,242362.0,204,16,18102,2024560100,BX14,East Concourse-Concourse Village                                           ,LISETTE FEBUS,PRINCIPAL,718-538-3411,718-538-3499,9,X809,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 8- Bronx,,,,,"1116 SHERIDAN AVENUE
BRONX, NY 10456
(40.831873, -73.917526)"
208,INDIVIDUAL LANDMARK,3039260045,1895.0,2013.0,0.0,,1016326.0,187511.0,2018,19K108      ,K108,P.S. 108 Sal Abbracciamento,331900010108,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1895 12:00:00 AM,Open,K108,200 LINWOOD STREET,NY,1016327.0,187512.0,305,37,117202,3039260045,BK83,Cypress Hills-City Line                                                    ,CONSTANCE HAHN,PRINCIPAL,718-277-7010,718-827-4137,19,K819,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 6- Brooklyn North,,,,,"200 LINWOOD STREET
BROOKLYN, NY 11208
(40.681295, -73.884348)"
209,,3041340020,1927.0,2010.0,0.0,,1020462.0,189177.0,2018,19K171      ,K171,I.S. 171 Abraham Lincoln,331900010171,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1912 12:00:00 AM,Open,K171,528 RIDGEWOOD AVENUE,NY,1020461.0,189178.0,305,37,118400,3041340020,BK83,Cypress Hills-City Line                                                    ,Indira Mota,PRINCIPAL,718-647-0111,718-827-5834,19,K819,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 6- Brooklyn North,,,,,"528 RIDGEWOOD AVENUE
BROOKLYN, NY 11208
(40.685852, -73.869434)"
210,,3041340020,1927.0,2010.0,0.0,,1020462.0,189177.0,2018,19K760      ,K760,Highland Park Community School,331900010760,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/2014 12:00:00 AM,Open,K171,528 RIDGEWOOD AVENUE,NY,1020461.0,189178.0,305,37,118400,3041340020,BK83,Cypress Hills-City Line                                                    ,Jamilah Seifullah,PRINCIPAL,718-235-1785,718-235-4190,19,K819,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 6- Brooklyn North,,,,,"528 RIDGEWOOD AVENUE
BROOKLYN, NY 11208
(40.685852, -73.869434)"
211,,1021110024,1930.0,1960.0,1992.0,,1001611.0,244222.0,2018,06M328      ,M328,Community Math & Science Prep,310600010328,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",09/08/2004 12:00:00 AM,Open,M164,401 WEST 164 STREET,NY,1001610.0,244219.0,112,10,24301,1021110024,MN36,Washington Heights South                                                   ,Olga Quiles,PRINCIPAL,917-521-2508,917-521-7797,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",Field Support Center - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,,"401 WEST 164 STREET
MANHATTAN, NY 10032
(40.836982, -73.937263)"
212,,1021110024,1930.0,1960.0,1992.0,,1001611.0,244222.0,2018,84M338      ,M338,WHIN Music Community,310600861111,Charter,General Academic,Elementary,"0K,01,02,03,04,05",,04/26/2017 12:00:00 AM,Open,M164,401 WEST 164 STREET,NY,1001610.0,244219.0,112,10,24301,1021110024,MN36,Washington Heights South                                                   ,Charlie Ortiz,PRINCIPAL,347-739-6342,212-227-2763,6,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,"401 WEST 164 STREET
MANHATTAN, NY 10032
(40.836982, -73.937263)"
213,,4008420031,1906.0,0.0,0.0,,1007782.0,220958.0,2018,30Q085      ,Q085,P.S. 085 Judge Charles Vallone,343000010085,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1908 12:00:00 AM,Open,Q085,23-70 31 STREET,NY,1007782.0,220959.0,401,22,11500,4008420031,QN72,Steinway                                                                   ,ANN GORDON CHANG,PRINCIPAL,718-278-3630,718-278-8312,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 5- Queens North,,,,,"23-70 31 STREET
QUEENS, NY 11105
(40.773126, -73.915039)"
